id,홍,태훈,수환,철승,result,,,,
04041.png,9,9,9,9,OK,,,,
04042.png,17,17,17,17,OK,,,,
04043.png,26,26,26,26,OK,,,,
04044.png,25,25,25,25,OK,,,,
04045.png,24,24,24,24,OK,,,,
04046.png,12,12,12,12,OK,,,,
04047.png,17,17,17,17,OK,,,,
04048.png,27,27,27,27,OK,,,,
04049.png,35,35,35,35,OK,,,,
04050.png,29,29,29,29,OK,,,,
04051.png,8,8,8,8,OK,,,,
04052.png,31,31,31,31,OK,,,,
04053.png,5,5,5,5,OK,,,,
04054.png,15,15,15,15,OK,,,,
04055.png,22,22,22,25,KO,,,,
04056.png,10,10,10,10,OK,,,,
04057.png,28,28,28,28,OK,,,,
04058.png,25,25,25,25,OK,,,,
04059.png,12,12,12,12,OK,,,,
04060.png,8,8,8,8,OK,,,,
04061.png,9,9,9,9,OK,,,,
04062.png,11,11,11,11,OK,,,,
04063.png,1,1,1,1,OK,,,,
04064.png,17,17,17,17,OK,,,,
04065.png,29,29,29,29,OK,,,,
04066.png,38,38,38,38,OK,,,,
04067.png,2,2,2,2,OK,,,,
04068.png,36,36,36,36,OK,,,,
04069.png,30,30,30,30,OK,,,,
04070.png,30,30,30,30,OK,,,,
04071.png,1,1,1,1,OK,,,,
04072.png,8,8,8,8,OK,,,,
04073.png,13,13,13,13,OK,,,,
04074.png,38,38,38,38,OK,,,,
04075.png,1,1,1,1,OK,,,,
04076.png,5,5,5,5,OK,,,,
04077.png,29,29,29,29,OK,,,,
04078.png,11,11,11,11,OK,,,,
04079.png,18,18,18,18,OK,,,,
04080.png,11,11,11,11,OK,,,,
04081.png,10,10,10,10,OK,,,,
04082.png,4,4,4,4,OK,,,,
04083.png,15,15,15,15,OK,,,,
04084.png,12,12,12,12,OK,,,,
04085.png,7,7,7,7,OK,,,,
04086.png,21,21,21,21,OK,,,,
04087.png,38,38,38,38,OK,,,,
04088.png,28,28,28,28,OK,,,,
04089.png,13,13,13,13,OK,,,,
04090.png,7,7,7,7,OK,,,,
04091.png,12,12,12,12,OK,,,,
04092.png,10,10,10,10,OK,,,,
04093.png,1,1,1,1,OK,,,,
04094.png,35,35,35,35,OK,,,,
04095.png,1,1,1,1,OK,,,,
04096.png,8,8,8,8,OK,,,,
04097.png,38,38,38,38,OK,,,,
04098.png,25,25,25,25,OK,,,,
04099.png,13,13,13,13,OK,,,,
04100.png,15,15,15,15,OK,,,,
04101.png,12,12,12,12,OK,,,,
04102.png,8,8,8,8,OK,,,,
04103.png,17,17,17,17,OK,,,,
04104.png,38,38,38,38,OK,,,,
04105.png,41,41,41,41,OK,,,,
04106.png,31,31,31,31,OK,,,,
04107.png,10,10,10,10,OK,,,,
04108.png,25,25,25,25,OK,,,,
04109.png,1,1,1,1,OK,,,,
04110.png,14,14,14,14,OK,,,,
04111.png,17,17,17,17,OK,,,,
04112.png,23,23,23,23,OK,,,,
04113.png,10,10,10,10,OK,,,,
04114.png,26,26,26,26,OK,,,,
04115.png,31,31,31,31,OK,,,,
04116.png,5,5,5,5,OK,,,,
04117.png,36,36,36,36,OK,,,,
04118.png,14,14,14,14,OK,,,,
04119.png,4,4,4,4,OK,,,,
04120.png,4,4,4,4,OK,,,,
04121.png,7,7,7,7,OK,,,,
04122.png,20,20,20,20,OK,,,,
04123.png,34,34,34,34,OK,,,,
04124.png,1,1,1,1,OK,,,,
04125.png,21,21,21,21,OK,,,,
04126.png,14,14,14,14,OK,,,,
04127.png,4,4,4,4,OK,,,,
04128.png,13,13,13,13,OK,,,,
04129.png,6,6,6,6,OK,,,,
04130.png,39,39,39,39,OK,,,,
04131.png,11,11,11,11,OK,,,,
04132.png,33,33,33,33,OK,,,,
04133.png,30,30,30,30,OK,,,,
04134.png,2,2,2,2,OK,,,,
04135.png,3,3,3,3,OK,,,,
04136.png,33,33,33,33,OK,,,,
04137.png,1,1,1,1,OK,,,,
04138.png,40,40,40,40,OK,,,,
04139.png,1,1,1,1,OK,,,,
04140.png,13,13,13,13,OK,,,,
04141.png,23,23,23,23,OK,,,,
04142.png,18,18,18,18,OK,,,,
04143.png,10,10,10,10,OK,,,,
04144.png,35,35,35,35,OK,,,,
04145.png,1,1,1,1,OK,,,,
04146.png,15,15,15,15,OK,,,,
04147.png,21,21,21,21,OK,,,,
04148.png,14,14,14,14,OK,,,,
04149.png,3,3,3,3,OK,,,,
04150.png,35,35,35,35,OK,,,,
04151.png,12,12,12,12,OK,,,,
04152.png,9,9,9,9,OK,,,,
04153.png,33,33,33,33,OK,,,,
04154.png,17,17,17,17,OK,,,,
04155.png,12,12,12,12,OK,,,,
04156.png,25,25,25,25,OK,,,,
04157.png,18,18,18,18,OK,,,,
04158.png,4,4,4,4,OK,,,,
04159.png,31,31,31,31,OK,,,,
04160.png,11,11,11,11,OK,,,,
04161.png,5,5,5,5,OK,,,,
04162.png,29,29,29,29,OK,,,,
04163.png,11,11,11,11,OK,,,,
04164.png,5,5,5,5,OK,,,,
04165.png,14,14,14,14,OK,,,,
04166.png,15,15,15,15,OK,,,,
04167.png,5,5,5,5,OK,,,,
04168.png,38,38,38,38,OK,,,,
04169.png,14,14,14,14,OK,,,,
04170.png,4,4,4,4,OK,,,,
04171.png,10,10,10,10,OK,,,,
04172.png,12,12,12,12,OK,,,,
04173.png,2,2,2,2,OK,,,,
04174.png,13,13,13,13,OK,,,,
04175.png,17,14,17,17,KO,,,,
04176.png,10,10,10,10,OK,,,,
04177.png,4,4,4,4,OK,,,,
04178.png,5,5,5,5,OK,,,,
04179.png,4,4,4,4,OK,,,,
04180.png,0,0,0,0,OK,,,,
04181.png,8,8,8,8,OK,,,,
04182.png,31,31,31,31,OK,,,,
04183.png,4,4,4,4,OK,,,,
04184.png,41,41,41,41,OK,,,,
04185.png,21,21,21,21,OK,,,,
04186.png,20,20,20,20,OK,,,,
04187.png,25,25,25,25,OK,,,,
04188.png,14,14,14,14,OK,,,,
04189.png,1,1,1,1,OK,,,,
04190.png,11,11,11,11,OK,,,,
04191.png,21,21,21,21,OK,,,,
04192.png,11,11,11,11,OK,,,,
04193.png,18,18,18,18,OK,,,,
04194.png,10,10,10,10,OK,,,,
04195.png,5,5,5,5,OK,,,,
04196.png,12,12,12,12,OK,,,,
04197.png,13,13,13,13,OK,,,,
04198.png,31,31,31,31,OK,,,,
04199.png,12,12,12,12,OK,,,,
04200.png,2,2,2,2,OK,,,,
04201.png,12,12,12,12,OK,,,,
04202.png,13,13,13,13,OK,,,,
04203.png,16,16,16,16,OK,,,,
04204.png,3,3,3,3,OK,,,,
04205.png,2,2,2,2,OK,,,,
04206.png,10,10,10,10,OK,,,,
04207.png,5,5,5,5,OK,,,,
04208.png,31,31,31,31,OK,,,,
04209.png,12,12,12,12,OK,,,,
04210.png,14,14,14,14,OK,,,,
04211.png,17,17,17,17,OK,,,,
04212.png,17,17,17,17,OK,,,,
04213.png,13,13,13,13,OK,,,,
04214.png,17,17,17,17,OK,,,,
04215.png,16,16,16,16,OK,,,,
04216.png,31,31,31,31,OK,,,,
04217.png,11,11,11,11,OK,,,,
04218.png,26,26,26,26,OK,,,,
04219.png,39,13,13,13,KO,,,,
04220.png,13,13,13,13,OK,,,,
04221.png,7,7,7,7,OK,,,,
04222.png,13,13,13,13,OK,,,,
04223.png,2,2,2,2,OK,,,,
04224.png,18,18,18,18,OK,,,,
04225.png,8,8,8,8,OK,,,,
04226.png,7,7,7,7,OK,,,,
04227.png,1,1,1,1,OK,,,,
04228.png,9,9,9,9,OK,,,,
04229.png,38,38,38,38,OK,,,,
04230.png,9,9,9,9,OK,,,,
04231.png,13,13,13,13,OK,,,,
04232.png,13,13,13,13,OK,,,,
04233.png,1,1,1,1,OK,,,,
04234.png,1,1,1,1,OK,,,,
04235.png,8,8,8,8,OK,,,,
04236.png,2,2,2,2,OK,,,,
04237.png,8,8,8,8,OK,,,,
04238.png,13,13,13,13,OK,,,,
04239.png,38,38,38,38,OK,,,,
04240.png,7,7,7,7,OK,,,,
04241.png,18,18,18,18,OK,,,,
04242.png,2,2,2,2,OK,,,,
04243.png,14,14,14,14,OK,,,,
04244.png,38,38,38,38,OK,,,,
04245.png,5,5,5,5,OK,,,,
04246.png,38,38,38,38,OK,,,,
04247.png,12,12,12,12,OK,,,,
04248.png,25,25,25,25,OK,,,,
04249.png,5,5,5,5,OK,,,,
04250.png,25,25,25,25,OK,,,,
04251.png,11,11,11,11,OK,,,,
04252.png,18,18,18,18,OK,,,,
04253.png,5,5,5,5,OK,,,,
04254.png,14,14,14,14,OK,,,,
04255.png,12,12,12,12,OK,,,,
04256.png,13,13,13,13,OK,,,,
04257.png,5,5,5,5,OK,,,,
04258.png,13,13,13,13,OK,,,,
04259.png,9,9,9,9,OK,,,,
04260.png,11,11,11,11,OK,,,,
04261.png,25,25,25,25,OK,,,,
04262.png,7,7,7,7,OK,,,,
04263.png,12,12,12,12,OK,,,,
04264.png,35,35,35,35,OK,,,,
04265.png,15,15,15,15,OK,,,,
04266.png,1,1,1,1,OK,,,,
04267.png,3,3,3,3,OK,,,,
04268.png,31,31,31,31,OK,,,,
04269.png,17,14,17,17,KO,,,,
04270.png,13,13,13,13,OK,,,,
04271.png,6,6,42,6,KO,,,,
04272.png,8,8,8,8,OK,,,,
04273.png,25,25,25,25,OK,,,,
04274.png,4,4,4,4,OK,,,,
04275.png,38,38,38,38,OK,,,,
04276.png,18,18,18,18,OK,,,,
04277.png,10,10,10,10,OK,,,,
04278.png,36,36,36,36,OK,,,,
04279.png,17,17,17,17,OK,,,,
04280.png,13,13,13,13,OK,,,,
04281.png,8,8,8,8,OK,,,,
04282.png,12,12,12,12,OK,,,,
04283.png,4,4,4,4,OK,,,,
04284.png,1,1,1,1,OK,,,,
04285.png,2,2,2,2,OK,,,,
04286.png,5,5,5,5,OK,,,,
04287.png,17,17,17,17,OK,,,,
04288.png,9,9,9,9,OK,,,,
04289.png,25,25,25,25,OK,,,,
04290.png,29,29,29,29,OK,,,,
04291.png,35,35,35,35,OK,,,,
04292.png,29,29,29,29,OK,,,,
04293.png,35,35,35,35,OK,,,,
04294.png,15,15,15,15,OK,,,,
04295.png,2,2,2,2,OK,,,,
04296.png,35,35,35,35,OK,,,,
04297.png,11,11,11,11,OK,,,,
04298.png,28,28,28,28,OK,,,,
04299.png,26,26,26,26,OK,,,,
04300.png,23,23,23,23,OK,,,,
04301.png,3,3,3,3,OK,,,,
04302.png,35,35,35,35,OK,,,,
04303.png,25,25,25,25,OK,,,,
04304.png,38,38,38,38,OK,,,,
04305.png,1,1,1,1,OK,,,,
04306.png,13,13,31,13,KO,,,,
04307.png,9,9,9,9,OK,,,,
04308.png,11,11,11,11,OK,,,,
04309.png,7,7,7,7,OK,,,,
04310.png,9,9,9,9,OK,,,,
04311.png,38,38,38,38,OK,,,,
04312.png,20,20,20,20,OK,,,,
04313.png,39,39,39,39,OK,,,,
04314.png,26,26,26,26,OK,,,,
04315.png,13,13,13,13,OK,,,,
04316.png,42,42,42,42,OK,,,,
04317.png,11,11,11,11,OK,,,,
04318.png,12,12,12,12,OK,,,,
04319.png,38,38,38,38,OK,,,,
04320.png,7,7,7,7,OK,,,,
04321.png,3,3,3,3,OK,,,,
04322.png,10,10,10,10,OK,,,,
04323.png,8,8,8,8,OK,,,,
04324.png,35,35,35,35,OK,,,,
04325.png,4,4,4,4,OK,,,,
04326.png,5,5,5,5,OK,,,,
04327.png,5,5,5,5,OK,,,,
04328.png,9,9,9,9,OK,,,,
04329.png,35,35,35,35,OK,,,,
04330.png,31,31,31,31,OK,,,,
04331.png,24,24,24,24,OK,,,,
04332.png,0,0,0,0,OK,,,,
04333.png,0,0,0,0,OK,,,,
04334.png,8,8,8,8,OK,,,,
04335.png,41,41,41,41,OK,,,,
04336.png,1,1,1,1,OK,,,,
04337.png,1,1,1,1,OK,,,,
04338.png,4,4,4,4,OK,,,,
04339.png,7,7,7,7,OK,,,,
04340.png,25,25,25,25,OK,,,,
04341.png,26,12,12,12,KO,,,,
04342.png,33,33,33,33,OK,,,,
04343.png,14,14,14,14,OK,,,,
04344.png,2,2,2,2,OK,,,,
04345.png,15,15,15,15,OK,,,,
04346.png,9,9,9,9,OK,,,,
04347.png,12,12,12,12,OK,,,,
04348.png,1,1,1,1,OK,,,,
04349.png,11,11,11,11,OK,,,,
04350.png,33,33,33,33,OK,,,,
04351.png,4,4,4,4,OK,,,,
04352.png,1,1,1,1,OK,,,,
04353.png,18,18,18,18,OK,,,,
04354.png,13,13,13,13,OK,,,,
04355.png,12,12,12,12,OK,,,,
04356.png,13,13,13,13,OK,,,,
04357.png,2,2,2,2,OK,,,,
04358.png,13,13,13,13,OK,,,,
04359.png,10,10,10,10,OK,,,,
04360.png,36,36,36,36,OK,,,,
04361.png,10,10,10,10,OK,,,,
04362.png,38,38,38,38,OK,,,,
04363.png,3,3,3,3,OK,,,,
04364.png,11,11,11,11,OK,,,,
04365.png,38,38,38,38,OK,,,,
04366.png,15,15,15,15,OK,,,,
04367.png,30,30,30,30,OK,,,,
04368.png,18,18,18,18,OK,,,,
04369.png,35,35,35,35,OK,,,,
04370.png,5,5,5,5,OK,,,,
04371.png,9,9,9,9,OK,,,,
04372.png,18,18,18,18,OK,,,,
04373.png,8,8,8,8,OK,,,,
04374.png,12,12,12,12,OK,,,,
04375.png,15,15,15,15,OK,,,,
04376.png,5,5,5,5,OK,,,,
04377.png,1,1,1,1,OK,,,,
04378.png,35,35,35,35,OK,,,,
04379.png,4,4,4,4,OK,,,,
04380.png,25,25,25,25,OK,,,,
04381.png,5,5,5,5,OK,,,,
04382.png,2,2,2,2,OK,,,,
04383.png,5,11,11,11,KO,,,,
04384.png,12,12,23,12,KO,,,,
04385.png,8,8,8,8,OK,,,,
04386.png,1,1,1,1,OK,,,,
04387.png,1,1,1,1,OK,,,,
04388.png,4,4,4,4,OK,,,,
04389.png,4,4,4,4,OK,,,,
04390.png,9,9,9,9,OK,,,,
04391.png,17,17,17,17,OK,,,,
04392.png,4,4,4,4,OK,,,,
04393.png,10,10,10,10,OK,,,,
04394.png,17,17,17,17,OK,,,,
04395.png,38,38,38,38,OK,,,,
04396.png,2,2,2,2,OK,,,,
04397.png,2,2,2,2,OK,,,,
04398.png,39,39,39,39,OK,,,,
04399.png,1,1,1,1,OK,,,,
04400.png,21,21,21,21,OK,,,,
04401.png,15,15,15,15,OK,,,,
04402.png,10,10,10,10,OK,,,,
04403.png,4,4,4,4,OK,,,,
04404.png,3,3,3,3,OK,,,,
04405.png,13,13,13,13,OK,,,,
04406.png,5,5,5,5,OK,,,,
04407.png,9,9,9,9,OK,,,,
04408.png,3,3,3,3,OK,,,,
04409.png,18,18,18,18,OK,,,,
04410.png,6,6,6,6,OK,,,,
04411.png,7,7,7,7,OK,,,,
04412.png,12,12,12,12,OK,,,,
04413.png,42,42,42,42,OK,,,,
04414.png,19,19,19,19,OK,,,,
04415.png,11,11,11,11,OK,,,,
04416.png,17,17,17,17,OK,,,,
04417.png,1,1,1,1,OK,,,,
04418.png,33,33,33,33,OK,,,,
04419.png,8,8,8,8,OK,,,,
04420.png,31,31,31,31,OK,,,,
04421.png,31,31,31,31,OK,,,,
04422.png,5,5,5,5,OK,,,,
04423.png,1,1,1,1,OK,,,,
04424.png,12,12,12,12,OK,,,,
04425.png,28,28,28,28,OK,,,,
04426.png,5,5,5,5,OK,,,,
04427.png,12,12,12,12,OK,,,,
04428.png,8,8,8,8,OK,,,,
04429.png,20,20,20,20,OK,,,,
04430.png,10,10,10,10,OK,,,,
04431.png,10,10,10,10,OK,,,,
04432.png,8,8,8,8,OK,,,,
04433.png,8,8,8,8,OK,,,,
04434.png,0,0,0,0,OK,,,,
04435.png,5,5,5,5,OK,,,,
04436.png,7,7,7,7,OK,,,,
04437.png,20,20,20,20,OK,,,,
04438.png,33,33,33,33,OK,,,,
04439.png,10,10,10,10,OK,,,,
04440.png,5,5,5,5,OK,,,,
04441.png,12,12,12,12,OK,,,,
04442.png,38,38,38,38,OK,,,,
04443.png,21,21,21,21,OK,,,,
04444.png,2,2,2,2,OK,,,,
04445.png,7,7,7,7,OK,,,,
04446.png,5,5,5,5,OK,,,,
04447.png,2,2,2,2,OK,,,,
04448.png,17,17,17,17,OK,,,,
04449.png,3,3,3,3,OK,,,,
04450.png,17,17,17,17,OK,,,,
04451.png,12,12,12,12,OK,,,,
04452.png,31,31,31,31,OK,,,,
04453.png,25,25,25,25,OK,,,,
04454.png,18,18,18,18,OK,,,,
04455.png,2,2,2,2,OK,,,,
04456.png,27,27,27,27,OK,,,,
04457.png,3,3,3,3,OK,,,,
04458.png,37,37,37,37,OK,,,,
04459.png,9,9,9,9,OK,,,,
04460.png,38,38,38,38,OK,,,,
04461.png,5,5,5,5,OK,,,,
04462.png,38,38,38,38,OK,,,,
04463.png,8,8,8,8,OK,,,,
04464.png,13,13,13,13,OK,,,,
04465.png,10,10,10,10,OK,,,,
04466.png,14,14,14,14,OK,,,,
04467.png,12,12,12,12,OK,,,,
04468.png,17,17,17,17,OK,,,,
04469.png,31,31,31,31,OK,,,,
04470.png,26,26,26,26,OK,,,,
04471.png,33,33,33,33,OK,,,,
04472.png,38,38,38,38,OK,,,,
04473.png,17,17,17,17,OK,,,,
04474.png,12,12,12,12,OK,,,,
04475.png,2,2,2,2,OK,,,,
04476.png,2,2,2,2,OK,,,,
04477.png,13,13,13,13,OK,,,,
04478.png,1,1,1,1,OK,,,,
04479.png,21,21,21,21,OK,,,,
04480.png,2,2,2,2,OK,,,,
04481.png,10,10,10,10,OK,,,,
04482.png,9,9,9,9,OK,,,,
04483.png,33,33,33,33,OK,,,,
04484.png,5,5,5,5,OK,,,,
04485.png,13,13,13,13,OK,,,,
04486.png,1,1,1,1,OK,,,,
04487.png,4,4,4,4,OK,,,,
04488.png,8,8,8,8,OK,,,,
04489.png,2,2,2,2,OK,,,,
04490.png,36,36,36,36,OK,,,,
04491.png,12,12,12,12,OK,,,,
04492.png,38,38,38,38,OK,,,,
04493.png,4,4,4,4,OK,,,,
04494.png,34,34,34,34,OK,,,,
04495.png,12,12,12,12,OK,,,,
04496.png,42,42,42,42,OK,,,,
04497.png,5,5,5,5,OK,,,,
04498.png,2,2,2,2,OK,,,,
04499.png,1,1,1,1,OK,,,,
04500.png,22,22,22,22,OK,,,,
04501.png,25,25,25,25,OK,,,,
04502.png,28,28,28,28,OK,,,,
04503.png,3,3,3,3,OK,,,,
04504.png,0,0,0,0,OK,,,,
04505.png,2,2,2,2,OK,,,,
04506.png,2,2,2,2,OK,,,,
04507.png,17,17,17,17,OK,,,,
04508.png,12,12,12,12,OK,,,,
04509.png,30,30,30,30,OK,,,,
04510.png,31,31,31,31,OK,,,,
04511.png,30,30,30,30,OK,,,,
04512.png,0,0,0,0,OK,,,,
04513.png,1,1,1,1,OK,,,,
04514.png,35,35,35,35,OK,,,,
04515.png,40,40,40,40,OK,,,,
04516.png,2,2,2,2,OK,,,,
04517.png,10,10,10,10,OK,,,,
04518.png,10,10,10,10,OK,,,,
04519.png,7,7,7,7,OK,,,,
04520.png,9,9,9,9,OK,,,,
04521.png,4,4,4,4,OK,,,,
04522.png,34,34,34,34,OK,,,,
04523.png,5,5,5,5,OK,,,,
04524.png,7,7,7,7,OK,,,,
04525.png,30,30,30,30,OK,,,,
04526.png,12,12,12,12,OK,,,,
04527.png,13,13,13,13,OK,,,,
04528.png,35,35,35,35,OK,,,,
04529.png,28,28,28,28,OK,,,,
04530.png,12,12,12,12,OK,,,,
04531.png,35,35,35,35,OK,,,,
04532.png,10,10,10,10,OK,,,,
04533.png,12,12,12,12,OK,,,,
04534.png,8,8,8,8,OK,,,,
04535.png,18,18,18,18,OK,,,,
04536.png,5,5,5,5,OK,,,,
04537.png,1,1,1,1,OK,,,,
04538.png,5,5,5,5,OK,,,,
04539.png,1,1,1,1,OK,,,,
04540.png,2,2,2,2,OK,,,,
04541.png,2,2,2,2,OK,,,,
04542.png,12,12,12,12,OK,,,,
04543.png,3,5,3,3,KO,,,,
04544.png,7,7,7,7,OK,,,,
04545.png,16,16,16,16,OK,,,,
04546.png,2,2,2,2,OK,,,,
04547.png,7,7,7,7,OK,,,,
04548.png,14,14,14,14,OK,,,,
04549.png,18,18,18,18,OK,,,,
04550.png,38,38,38,38,OK,,,,
04551.png,25,25,25,25,OK,,,,
04552.png,2,2,2,2,OK,,,,
04553.png,18,18,18,18,OK,,,,
04554.png,9,9,9,9,OK,,,,
04555.png,36,36,36,36,OK,,,,
04556.png,9,9,9,9,OK,,,,
04557.png,25,25,25,25,OK,,,,
04558.png,5,5,5,5,OK,,,,
04559.png,5,5,5,5,OK,,,,
04560.png,5,5,5,5,OK,,,,
04561.png,3,3,3,3,OK,,,,
04562.png,27,27,27,27,OK,,,,
04563.png,13,13,13,13,OK,,,,
04564.png,1,1,1,1,OK,,,,
04565.png,25,25,25,25,OK,,,,
04566.png,25,25,25,25,OK,,,,
04567.png,8,8,8,8,OK,,,,
04568.png,10,10,10,10,OK,,,,
04569.png,25,25,25,25,OK,,,,
04570.png,0,0,0,0,OK,,,,
04571.png,31,31,31,31,OK,,,,
04572.png,9,9,9,9,OK,,,,
04573.png,2,2,2,2,OK,,,,
04574.png,2,2,2,2,OK,,,,
04575.png,8,8,8,8,OK,,,,
04576.png,4,4,4,4,OK,,,,
04577.png,13,13,13,13,OK,,,,
04578.png,7,7,7,7,OK,,,,
04579.png,30,30,30,30,OK,,,,
04580.png,5,5,5,5,OK,,,,
04581.png,15,15,15,15,OK,,,,
04582.png,12,12,12,12,OK,,,,
04583.png,17,17,17,17,OK,,,,
04584.png,1,1,1,1,OK,,,,
04585.png,27,27,27,27,OK,,,,
04586.png,7,7,7,7,OK,,,,
04587.png,24,24,24,24,OK,,,,
04588.png,3,5,3,3,KO,,,,
04589.png,3,3,3,3,OK,,,,
04590.png,10,10,10,10,OK,,,,
04591.png,26,26,26,26,OK,,,,
04592.png,38,38,38,38,OK,,,,
04593.png,10,10,10,10,OK,,,,
04594.png,12,12,12,12,OK,,,,
04595.png,2,2,2,2,OK,,,,
04596.png,10,10,10,10,OK,,,,
04597.png,3,3,3,3,OK,,,,
04598.png,5,5,5,5,OK,,,,
04599.png,1,1,1,1,OK,,,,
04600.png,12,12,12,12,OK,,,,
04601.png,4,4,4,4,OK,,,,
04602.png,29,29,29,29,OK,,,,
04603.png,34,34,34,34,OK,,,,
04604.png,1,1,1,1,OK,,,,
04605.png,0,0,0,0,OK,,,,
04606.png,4,4,4,4,OK,,,,
04607.png,35,35,35,35,OK,,,,
04608.png,4,4,4,4,OK,,,,
04609.png,5,5,5,5,OK,,,,
04610.png,13,13,13,13,OK,,,,
04611.png,33,33,33,33,OK,,,,
04612.png,37,37,37,37,OK,,,,
04613.png,37,37,37,37,OK,,,,
04614.png,38,38,38,38,OK,,,,
04615.png,33,33,33,33,OK,,,,
04616.png,38,38,38,38,OK,,,,
04617.png,21,21,21,21,OK,,,,
04618.png,31,31,31,31,OK,,,,
04619.png,11,11,11,11,OK,,,,
04620.png,19,19,19,19,OK,,,,
04621.png,38,38,38,38,OK,,,,
04622.png,4,4,4,4,OK,,,,
04623.png,12,12,12,12,OK,,,,
04624.png,8,8,8,8,OK,,,,
04625.png,24,24,24,24,OK,,,,
04626.png,12,12,12,12,OK,,,,
04627.png,2,2,2,2,OK,,,,
04628.png,13,13,13,13,OK,,,,
04629.png,7,7,7,7,OK,,,,
04630.png,7,7,7,7,OK,,,,
04631.png,1,1,1,1,OK,,,,
04632.png,9,9,9,9,OK,,,,
04633.png,38,38,38,38,OK,,,,
04634.png,26,26,26,26,OK,,,,
04635.png,20,20,20,20,OK,,,,
04636.png,33,33,33,33,OK,,,,
04637.png,35,35,35,35,OK,,,,
04638.png,25,25,25,25,OK,,,,
04640.png,8,8,8,8,OK,,,,
04641.png,2,2,2,2,OK,,,,
04643.png,19,19,19,19,OK,,,,
04644.png,5,5,5,5,OK,,,,
04645.png,39,39,39,39,OK,,,,
04646.png,2,2,2,2,OK,,,,
04647.png,4,4,4,4,OK,,,,
04648.png,35,35,35,35,OK,,,,
04649.png,12,12,12,12,OK,,,,
04650.png,4,4,4,4,OK,,,,
04651.png,10,10,10,10,OK,,,,
04652.png,25,25,25,25,OK,,,,
04653.png,8,8,8,8,OK,,,,
04654.png,4,4,4,4,OK,,,,
04655.png,4,4,4,4,OK,,,,
04656.png,38,38,38,38,OK,,,,
04657.png,1,1,1,1,OK,,,,
04658.png,37,35,37,37,KO,,,,
04659.png,5,5,5,5,OK,,,,
04660.png,10,10,10,10,OK,,,,
04661.png,1,1,1,1,OK,,,,
04662.png,6,6,6,6,OK,,,,
04663.png,6,6,6,6,OK,,,,
04664.png,38,38,38,38,OK,,,,
04665.png,12,12,12,12,OK,,,,
04666.png,33,33,33,33,OK,,,,
04667.png,40,40,40,40,OK,,,,
04668.png,1,1,1,1,OK,,,,
04669.png,10,10,10,10,OK,,,,
04670.png,4,4,4,4,OK,,,,
04671.png,25,25,25,25,OK,,,,
04672.png,18,18,18,18,OK,,,,
04673.png,4,4,4,4,OK,,,,
04674.png,9,9,9,9,OK,,,,
04675.png,39,39,39,39,OK,,,,
04676.png,10,10,10,10,OK,,,,
04677.png,7,7,7,7,OK,,,,
04678.png,6,6,6,6,OK,,,,
04679.png,7,7,7,7,OK,,,,
04680.png,1,1,1,1,OK,,,,
04681.png,10,10,10,10,OK,,,,
04682.png,12,12,12,12,OK,,,,
04683.png,13,13,13,13,OK,,,,
04684.png,2,2,2,2,OK,,,,
04685.png,2,2,2,2,OK,,,,
04686.png,22,22,22,22,OK,,,,
04687.png,6,6,6,6,OK,,,,
04688.png,10,10,10,10,OK,,,,
04689.png,11,11,11,11,OK,,,,
04690.png,12,12,12,12,OK,,,,
04691.png,21,21,21,21,OK,,,,
04692.png,11,11,11,11,OK,,,,
04693.png,38,38,38,38,OK,,,,
04694.png,5,5,5,5,OK,,,,
04695.png,4,4,4,4,OK,,,,
04696.png,31,31,31,31,OK,,,,
04697.png,27,27,27,27,OK,,,,
04698.png,26,26,26,26,OK,,,,
04699.png,26,26,26,26,OK,,,,
04700.png,33,33,33,33,OK,,,,
04701.png,4,4,4,4,OK,,,,
04702.png,25,25,25,25,OK,,,,
04703.png,7,7,7,7,OK,,,,
04704.png,1,1,1,1,OK,,,,
04705.png,2,2,2,2,OK,,,,
04706.png,39,39,39,39,OK,,,,
04707.png,38,38,38,38,OK,,,,
04708.png,38,38,38,38,OK,,,,
04709.png,40,40,40,40,OK,,,,
04710.png,38,38,38,38,OK,,,,
04711.png,3,3,3,3,OK,,,,
04712.png,5,5,5,5,OK,,,,
04713.png,13,13,13,13,OK,,,,
04714.png,11,11,11,11,OK,,,,
04715.png,16,16,16,16,OK,,,,
04716.png,7,7,7,7,OK,,,,
04717.png,36,36,36,36,OK,,,,
04718.png,22,22,22,22,OK,,,,
04719.png,14,14,14,14,OK,,,,
04720.png,7,7,7,7,OK,,,,
04721.png,3,3,3,3,OK,,,,
04722.png,4,4,4,4,OK,,,,
04723.png,4,4,4,4,OK,,,,
04724.png,25,25,25,25,OK,,,,
04725.png,26,26,26,26,OK,,,,
04726.png,0,0,0,0,OK,,,,
04727.png,18,18,18,18,OK,,,,
04728.png,5,5,5,5,OK,,,,
04729.png,9,9,9,9,OK,,,,
04730.png,3,3,3,3,OK,,,,
04731.png,21,21,21,21,OK,,,,
04732.png,19,19,19,19,OK,,,,
04733.png,12,12,12,12,OK,,,,
04734.png,1,1,1,1,OK,,,,
04735.png,1,1,1,1,OK,,,,
04736.png,7,7,7,7,OK,,,,
04737.png,14,14,14,14,OK,,,,
04738.png,7,7,7,7,OK,,,,
04739.png,7,7,7,7,OK,,,,
04740.png,13,13,13,13,OK,,,,
