id,홍,태훈,수환,철승,result,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
04216.png,31,31,31,31,OK,,,,31.0
04217.png,11,11,11,11,OK,,,,11.0
04218.png,26,26,26,26,OK,,,,26.0
04219.png,39,13,13,13,KO,,,,13.0
04220.png,13,13,13,13,OK,,,,13.0
04221.png,7,7,7,7,OK,,,,7.0
04222.png,13,13,13,13,OK,,,,13.0
04223.png,2,2,2,2,OK,,,,2.0
04224.png,18,18,18,18,OK,,,,18.0
04225.png,8,8,8,8,OK,,,,8.0
04226.png,7,7,7,7,OK,,,,7.0
04227.png,1,1,1,1,OK,,,,1.0
04228.png,9,9,9,9,OK,,,,9.0
04229.png,38,38,38,38,OK,,,,38.0
04230.png,9,9,9,9,OK,,,,9.0
04231.png,13,13,13,13,OK,,,,13.0
04232.png,13,13,13,13,OK,,,,13.0
04233.png,1,1,1,1,OK,,,,1.0
04234.png,1,1,1,1,OK,,,,1.0
04235.png,8,8,8,8,OK,,,,8.0
04236.png,2,2,2,2,OK,,,,2.0
04237.png,8,8,8,8,OK,,,,8.0
04238.png,13,13,13,13,OK,,,,13.0
04239.png,38,38,38,38,OK,,,,38.0
04240.png,7,7,7,7,OK,,,,7.0
04241.png,18,18,18,18,OK,,,,18.0
04242.png,2,2,2,2,OK,,,,2.0
04243.png,14,14,14,14,OK,,,,14.0
04244.png,38,38,38,38,OK,,,,38.0
04245.png,5,5,5,5,OK,,,,5.0
04246.png,38,38,38,38,OK,,,,38.0
04247.png,12,12,12,12,OK,,,,12.0
04248.png,25,25,25,25,OK,,,,25.0
04249.png,5,5,5,5,OK,,,,5.0
04250.png,25,25,25,25,OK,,,,25.0
04251.png,11,11,11,11,OK,,,,11.0
04252.png,18,18,18,18,OK,,,,18.0
04253.png,5,5,5,5,OK,,,,5.0
04254.png,14,14,14,14,OK,,,,14.0
04255.png,12,12,12,12,OK,,,,12.0
04256.png,13,13,13,13,OK,,,,13.0
04257.png,5,5,5,5,OK,,,,5.0
04258.png,13,13,13,13,OK,,,,13.0
04259.png,9,9,9,9,OK,,,,9.0
04260.png,11,11,11,11,OK,,,,11.0
04261.png,25,25,25,25,OK,,,,25.0
04262.png,7,7,7,7,OK,,,,7.0
04263.png,12,12,12,12,OK,,,,12.0
04264.png,35,35,35,35,OK,,,,35.0
04265.png,15,15,15,15,OK,,,,15.0
04266.png,1,1,1,1,OK,,,,1.0
04267.png,3,3,3,3,OK,,,,3.0
04268.png,31,31,31,31,OK,,,,31.0
04269.png,17,14,17,17,KO,,,,17.0
04270.png,13,13,13,13,OK,,,,13.0
04271.png,6,6,42,6,KO,,,,42.0
04272.png,8,8,8,8,OK,,,,8.0
04273.png,25,25,25,25,OK,,,,25.0
04274.png,4,4,4,4,OK,,,,4.0
04275.png,38,38,38,38,OK,,,,38.0
04276.png,18,18,18,18,OK,,,,18.0
04277.png,10,10,10,10,OK,,,,10.0
04278.png,36,36,36,36,OK,,,,36.0
04279.png,17,17,17,17,OK,,,,17.0
04280.png,13,13,13,13,OK,,,,13.0
04281.png,8,8,8,8,OK,,,,8.0
04282.png,12,12,12,12,OK,,,,12.0
04283.png,4,4,4,4,OK,,,,4.0
04284.png,1,1,1,1,OK,,,,1.0
04285.png,2,2,2,2,OK,,,,2.0
04286.png,5,5,5,5,OK,,,,5.0
04287.png,17,17,17,17,OK,,,,17.0
04288.png,9,9,9,9,OK,,,,9.0
04289.png,25,25,25,25,OK,,,,25.0
04290.png,29,29,29,29,OK,,,,29.0
04291.png,35,35,35,35,OK,,,,35.0
04292.png,29,29,29,29,OK,,,,29.0
04293.png,35,35,35,35,OK,,,,35.0
04294.png,15,15,15,15,OK,,,,15.0
04295.png,2,2,2,2,OK,,,,2.0
04296.png,35,35,35,35,OK,,,,35.0
04297.png,11,11,11,11,OK,,,,11.0
04298.png,28,28,28,28,OK,,,,28.0
04299.png,26,26,26,26,OK,,,,26.0
04300.png,23,23,23,23,OK,,,,23.0
04301.png,3,3,3,3,OK,,,,3.0
04302.png,35,35,35,35,OK,,,,35.0
04303.png,25,25,25,25,OK,,,,25.0
04304.png,38,38,38,38,OK,,,,38.0
04305.png,1,1,1,1,OK,,,,1.0
04306.png,13,13,31,13,KO,,,,13.0
04307.png,9,9,9,9,OK,,,,9.0
04308.png,11,11,11,11,OK,,,,11.0
04309.png,7,7,7,7,OK,,,,7.0
04310.png,9,9,9,9,OK,,,,9.0
04311.png,38,38,38,38,OK,,,,38.0
04312.png,20,20,20,20,OK,,,,20.0
04313.png,39,39,39,39,OK,,,,39.0
04314.png,26,26,26,26,OK,,,,26.0
04315.png,13,13,13,13,OK,,,,13.0
04316.png,42,42,42,42,OK,,,,42.0
04317.png,11,11,11,11,OK,,,,11.0
04318.png,12,12,12,12,OK,,,,12.0
04319.png,38,38,38,38,OK,,,,38.0
04320.png,7,7,7,7,OK,,,,7.0
04321.png,3,3,3,3,OK,,,,3.0
04322.png,10,10,10,10,OK,,,,10.0
04323.png,8,8,8,8,OK,,,,8.0
04324.png,35,35,35,35,OK,,,,35.0
04325.png,4,4,4,4,OK,,,,4.0
04326.png,5,5,5,5,OK,,,,5.0
04327.png,5,5,5,5,OK,,,,5.0
04328.png,9,9,9,9,OK,,,,9.0
04329.png,35,35,35,35,OK,,,,35.0
04330.png,31,31,31,31,OK,,,,31.0
04331.png,24,24,24,24,OK,,,,24.0
04332.png,0,0,0,0,OK,,,,0.0
04333.png,0,0,0,0,OK,,,,0.0
04334.png,8,8,8,8,OK,,,,8.0
04335.png,41,41,41,41,OK,,,,41.0
04336.png,1,1,1,1,OK,,,,1.0
04337.png,1,1,1,1,OK,,,,1.0
04338.png,4,4,4,4,OK,,,,4.0
04339.png,7,7,7,7,OK,,,,7.0
04340.png,25,25,25,25,OK,,,,25.0
04341.png,26,12,12,12,KO,,,,12.0
04342.png,33,33,33,33,OK,,,,33.0
04343.png,14,14,14,14,OK,,,,14.0
04344.png,2,2,2,2,OK,,,,2.0
04345.png,15,15,15,15,OK,,,,15.0
04346.png,9,9,9,9,OK,,,,9.0
04347.png,12,12,12,12,OK,,,,12.0
04348.png,1,1,1,1,OK,,,,1.0
04349.png,11,11,11,11,OK,,,,11.0
04350.png,33,33,33,33,OK,,,,33.0
04351.png,4,4,4,4,OK,,,,4.0
04352.png,1,1,1,1,OK,,,,1.0
04353.png,18,18,18,18,OK,,,,18.0
04354.png,13,13,13,13,OK,,,,13.0
04355.png,12,12,12,12,OK,,,,12.0
04356.png,13,13,13,13,OK,,,,13.0
04357.png,2,2,2,2,OK,,,,2.0
04358.png,13,13,13,13,OK,,,,13.0
04359.png,10,10,10,10,OK,,,,10.0
04360.png,36,36,36,36,OK,,,,36.0
04361.png,10,10,10,10,OK,,,,10.0
04362.png,38,38,38,38,OK,,,,38.0
04363.png,3,3,3,3,OK,,,,3.0
04364.png,11,11,11,11,OK,,,,11.0
04365.png,38,38,38,38,OK,,,,38.0
04366.png,15,15,15,15,OK,,,,15.0
04367.png,30,30,30,30,OK,,,,30.0
04368.png,18,18,18,18,OK,,,,18.0
04369.png,35,35,35,35,OK,,,,35.0
04370.png,5,5,5,5,OK,,,,5.0
04371.png,9,9,9,9,OK,,,,9.0
04372.png,18,18,18,18,OK,,,,18.0
04373.png,8,8,8,8,OK,,,,8.0
04374.png,12,12,12,12,OK,,,,12.0
04375.png,15,15,15,15,OK,,,,15.0
04376.png,5,5,5,5,OK,,,,5.0
04377.png,1,1,1,1,OK,,,,1.0
04378.png,35,35,35,35,OK,,,,35.0
04379.png,4,4,4,4,OK,,,,4.0
04380.png,25,25,25,25,OK,,,,25.0
04381.png,5,5,5,5,OK,,,,5.0
04382.png,2,2,2,2,OK,,,,2.0
04383.png,5,11,11,11,KO,,,,11.0
04384.png,12,12,23,12,KO,,,,23.0
04385.png,8,8,8,8,OK,,,,8.0
04386.png,1,1,1,1,OK,,,,1.0
04387.png,1,1,1,1,OK,,,,1.0
04388.png,4,4,4,4,OK,,,,4.0
04389.png,4,4,4,4,OK,,,,4.0
04390.png,9,9,9,9,OK,,,,9.0
04391.png,17,17,17,17,OK,,,,17.0
04392.png,4,4,4,4,OK,,,,4.0
04393.png,10,10,10,10,OK,,,,10.0
04394.png,17,17,17,17,OK,,,,17.0
04395.png,38,38,38,38,OK,,,,38.0
04396.png,2,2,2,2,OK,,,,2.0
04397.png,2,2,2,2,OK,,,,2.0
04398.png,39,39,39,39,OK,,,,39.0
04399.png,1,1,1,1,OK,,,,1.0
04400.png,21,21,21,21,OK,,,,21.0
04401.png,15,15,15,15,OK,,,,15.0
04402.png,10,10,10,10,OK,,,,10.0
04403.png,4,4,4,4,OK,,,,4.0
04404.png,3,3,3,3,OK,,,,3.0
04405.png,13,13,13,13,OK,,,,13.0
04406.png,5,5,5,5,OK,,,,5.0
04407.png,9,9,9,9,OK,,,,9.0
04408.png,3,3,3,3,OK,,,,3.0
04409.png,18,18,18,18,OK,,,,18.0
04410.png,6,6,6,6,OK,,,,6.0
04411.png,7,7,7,7,OK,,,,7.0
04412.png,12,12,12,12,OK,,,,12.0
04413.png,42,42,42,42,OK,,,,42.0
04414.png,19,19,19,19,OK,,,,19.0
04415.png,11,11,11,11,OK,,,,11.0
04416.png,17,17,17,17,OK,,,,17.0
04417.png,1,1,1,1,OK,,,,1.0
04418.png,33,33,33,33,OK,,,,33.0
04419.png,8,8,8,8,OK,,,,8.0
04420.png,31,31,31,31,OK,,,,31.0
04421.png,31,31,31,31,OK,,,,31.0
04422.png,5,5,5,5,OK,,,,5.0
04423.png,1,1,1,1,OK,,,,1.0
04424.png,12,12,12,12,OK,,,,12.0
04425.png,28,28,28,28,OK,,,,28.0
04426.png,5,5,5,5,OK,,,,5.0
04427.png,12,12,12,12,OK,,,,12.0
04428.png,8,8,8,8,OK,,,,8.0
04429.png,20,20,20,20,OK,,,,20.0
04430.png,10,10,10,10,OK,,,,10.0
04431.png,10,10,10,10,OK,,,,10.0
04432.png,8,8,8,8,OK,,,,8.0
04433.png,8,8,8,8,OK,,,,8.0
04434.png,0,0,0,0,OK,,,,0.0
04435.png,5,5,5,5,OK,,,,5.0
04436.png,7,7,7,7,OK,,,,7.0
04437.png,20,20,20,20,OK,,,,20.0
04438.png,33,33,33,33,OK,,,,33.0
04439.png,10,10,10,10,OK,,,,10.0
04440.png,5,5,5,5,OK,,,,5.0
04441.png,12,12,12,12,OK,,,,12.0
04442.png,38,38,38,38,OK,,,,38.0
04443.png,21,21,21,21,OK,,,,21.0
04444.png,2,2,2,2,OK,,,,2.0
04445.png,7,7,7,7,OK,,,,7.0
04446.png,5,5,5,5,OK,,,,5.0
04447.png,2,2,2,2,OK,,,,2.0
04448.png,17,17,17,17,OK,,,,17.0
04449.png,3,3,3,3,OK,,,,3.0
04450.png,17,17,17,17,OK,,,,17.0
04451.png,12,12,12,12,OK,,,,12.0
04452.png,31,31,31,31,OK,,,,31.0
04453.png,25,25,25,25,OK,,,,25.0
04454.png,18,18,18,18,OK,,,,18.0
04455.png,2,2,2,2,OK,,,,2.0
04456.png,27,27,27,27,OK,,,,27.0
04457.png,3,3,3,3,OK,,,,3.0
04458.png,37,37,37,37,OK,,,,37.0
04459.png,9,9,9,9,OK,,,,9.0
04460.png,38,38,38,38,OK,,,,38.0
04461.png,5,5,5,5,OK,,,,5.0
04462.png,38,38,38,38,OK,,,,38.0
04463.png,8,8,8,8,OK,,,,8.0
04464.png,13,13,13,13,OK,,,,13.0
04465.png,10,10,10,10,OK,,,,10.0
04466.png,14,14,14,14,OK,,,,14.0
04467.png,12,12,12,12,OK,,,,12.0
04468.png,17,17,17,17,OK,,,,17.0
04469.png,31,31,31,31,OK,,,,31.0
04470.png,26,26,26,26,OK,,,,26.0
04471.png,33,33,33,33,OK,,,,33.0
04472.png,38,38,38,38,OK,,,,38.0
04473.png,17,17,17,17,OK,,,,17.0
04474.png,12,12,12,12,OK,,,,12.0
04475.png,2,2,2,2,OK,,,,2.0
04476.png,2,2,2,2,OK,,,,2.0
04477.png,13,13,13,13,OK,,,,13.0
04478.png,1,1,1,1,OK,,,,1.0
04479.png,21,21,21,21,OK,,,,21.0
04480.png,2,2,2,2,OK,,,,2.0
04481.png,10,10,10,10,OK,,,,10.0
04482.png,9,9,9,9,OK,,,,9.0
04483.png,33,33,33,33,OK,,,,33.0
04484.png,5,5,5,5,OK,,,,5.0
04485.png,13,13,13,13,OK,,,,13.0
04486.png,1,1,1,1,OK,,,,1.0
04487.png,4,4,4,4,OK,,,,4.0
04488.png,8,8,8,8,OK,,,,8.0
04489.png,2,2,2,2,OK,,,,2.0
04490.png,36,36,36,36,OK,,,,36.0
04491.png,12,12,12,12,OK,,,,12.0
04492.png,38,38,38,38,OK,,,,38.0
04493.png,4,4,4,4,OK,,,,4.0
04494.png,34,34,34,34,OK,,,,34.0
04495.png,12,12,12,12,OK,,,,12.0
04496.png,42,42,42,42,OK,,,,42.0
04497.png,5,5,5,5,OK,,,,5.0
04498.png,2,2,2,2,OK,,,,2.0
04499.png,1,1,1,1,OK,,,,1.0
04500.png,22,22,22,22,OK,,,,22.0
04501.png,25,25,25,25,OK,,,,25.0
04502.png,28,28,28,28,OK,,,,28.0
04503.png,3,3,3,3,OK,,,,3.0
04504.png,0,0,0,0,OK,,,,0.0
04505.png,2,2,2,2,OK,,,,2.0
04506.png,2,2,2,2,OK,,,,2.0
04507.png,17,17,17,17,OK,,,,17.0
04508.png,12,12,12,12,OK,,,,12.0
04509.png,30,30,30,30,OK,,,,30.0
04510.png,31,31,31,31,OK,,,,31.0
04511.png,30,30,30,30,OK,,,,30.0
04512.png,0,0,0,0,OK,,,,0.0
04513.png,1,1,1,1,OK,,,,1.0
04514.png,35,35,35,35,OK,,,,35.0
04515.png,40,40,40,40,OK,,,,40.0
04516.png,2,2,2,2,OK,,,,2.0
04517.png,10,10,10,10,OK,,,,10.0
04518.png,10,10,10,10,OK,,,,10.0
04519.png,7,7,7,7,OK,,,,7.0
04520.png,9,9,9,9,OK,,,,9.0
04521.png,4,4,4,4,OK,,,,4.0
04522.png,34,34,34,34,OK,,,,34.0
04523.png,5,5,5,5,OK,,,,5.0
04524.png,7,7,7,7,OK,,,,7.0
04525.png,30,30,30,30,OK,,,,30.0
04526.png,12,12,12,12,OK,,,,12.0
04527.png,13,13,13,13,OK,,,,13.0
04528.png,35,35,35,35,OK,,,,35.0
04529.png,28,28,28,28,OK,,,,28.0
04530.png,12,12,12,12,OK,,,,12.0
04531.png,35,35,35,35,OK,,,,35.0
04532.png,10,10,10,10,OK,,,,10.0
04533.png,12,12,12,12,OK,,,,12.0
04534.png,8,8,8,8,OK,,,,8.0
04535.png,18,18,18,18,OK,,,,18.0
04536.png,5,5,5,5,OK,,,,5.0
04537.png,1,1,1,1,OK,,,,1.0
04538.png,5,5,5,5,OK,,,,5.0
04539.png,1,1,1,1,OK,,,,1.0
04540.png,2,2,2,2,OK,,,,2.0
04541.png,2,2,2,2,OK,,,,2.0
04542.png,12,12,12,12,OK,,,,12.0
04543.png,3,5,3,3,KO,,,,3.0
04544.png,7,7,7,7,OK,,,,7.0
04545.png,16,16,16,16,OK,,,,16.0
04546.png,2,2,2,2,OK,,,,2.0
04547.png,7,7,7,7,OK,,,,7.0
04548.png,14,14,14,14,OK,,,,14.0
04549.png,18,18,18,18,OK,,,,18.0
04550.png,38,38,38,38,OK,,,,38.0
04551.png,25,25,25,25,OK,,,,25.0
04552.png,2,2,2,2,OK,,,,2.0
04553.png,18,18,18,18,OK,,,,18.0
04554.png,9,9,9,9,OK,,,,9.0
04555.png,36,36,36,36,OK,,,,36.0
04556.png,9,9,9,9,OK,,,,9.0
04557.png,25,25,25,25,OK,,,,25.0
04558.png,5,5,5,5,OK,,,,5.0
04559.png,5,5,5,5,OK,,,,5.0
04560.png,5,5,5,5,OK,,,,5.0
04561.png,3,3,3,3,OK,,,,3.0
04562.png,27,27,27,27,OK,,,,27.0
04563.png,13,13,13,13,OK,,,,13.0
04564.png,1,1,1,1,OK,,,,1.0
04565.png,25,25,25,25,OK,,,,25.0
04566.png,25,25,25,25,OK,,,,25.0
04567.png,8,8,8,8,OK,,,,8.0
04568.png,10,10,10,10,OK,,,,10.0
04569.png,25,25,25,25,OK,,,,25.0
04570.png,0,0,0,0,OK,,,,0.0
04571.png,31,31,31,31,OK,,,,31.0
04572.png,9,9,9,9,OK,,,,9.0
04573.png,2,2,2,2,OK,,,,2.0
04574.png,2,2,2,2,OK,,,,2.0
04575.png,8,8,8,8,OK,,,,8.0
04576.png,4,4,4,4,OK,,,,4.0
04577.png,13,13,13,13,OK,,,,13.0
04578.png,7,7,7,7,OK,,,,7.0
04579.png,30,30,30,30,OK,,,,30.0
04580.png,5,5,5,5,OK,,,,5.0
04581.png,15,15,15,15,OK,,,,15.0
04582.png,12,12,12,12,OK,,,,12.0
04583.png,17,17,17,17,OK,,,,17.0
04584.png,1,1,1,1,OK,,,,1.0
04585.png,27,27,27,27,OK,,,,27.0
04586.png,7,7,7,7,OK,,,,7.0
04587.png,24,24,24,24,OK,,,,24.0
04588.png,3,5,3,3,KO,,,,3.0
04589.png,3,3,3,3,OK,,,,3.0
04590.png,10,10,10,10,OK,,,,10.0
04591.png,26,26,26,26,OK,,,,26.0
04592.png,38,38,38,38,OK,,,,38.0
04593.png,10,10,10,10,OK,,,,10.0
04594.png,12,12,12,12,OK,,,,12.0
04595.png,2,2,2,2,OK,,,,2.0
04596.png,10,10,10,10,OK,,,,10.0
04597.png,3,3,3,3,OK,,,,3.0
04598.png,5,5,5,5,OK,,,,5.0
04599.png,1,1,1,1,OK,,,,1.0
04600.png,12,12,12,12,OK,,,,12.0
04601.png,4,4,4,4,OK,,,,4.0
04602.png,29,29,29,29,OK,,,,29.0
04603.png,34,34,34,34,OK,,,,34.0
04604.png,1,1,1,1,OK,,,,1.0
04605.png,0,0,0,0,OK,,,,0.0
04606.png,4,4,4,4,OK,,,,4.0
04607.png,35,35,35,35,OK,,,,35.0
04608.png,4,4,4,4,OK,,,,4.0
04609.png,5,5,5,5,OK,,,,5.0
04610.png,13,13,13,13,OK,,,,13.0
04611.png,33,33,33,33,OK,,,,33.0
04612.png,37,37,37,37,OK,,,,37.0
04613.png,37,37,37,37,OK,,,,37.0
04614.png,38,38,38,38,OK,,,,38.0
04615.png,33,33,33,33,OK,,,,33.0
04616.png,38,38,38,38,OK,,,,38.0
04617.png,21,21,21,21,OK,,,,21.0
04618.png,31,31,31,31,OK,,,,31.0
04619.png,11,11,11,11,OK,,,,11.0
04620.png,19,19,19,19,OK,,,,19.0
04621.png,38,38,38,38,OK,,,,38.0
04622.png,4,4,4,4,OK,,,,4.0
04623.png,12,12,12,12,OK,,,,12.0
04624.png,8,8,8,8,OK,,,,8.0
04625.png,24,24,24,24,OK,,,,24.0
04626.png,12,12,12,12,OK,,,,12.0
04627.png,2,2,2,2,OK,,,,2.0
04628.png,13,13,13,13,OK,,,,13.0
04629.png,7,7,7,7,OK,,,,7.0
04630.png,7,7,7,7,OK,,,,7.0
04631.png,1,1,1,1,OK,,,,1.0
04632.png,9,9,9,9,OK,,,,9.0
04633.png,38,38,38,38,OK,,,,38.0
04634.png,26,26,26,26,OK,,,,26.0
04635.png,20,20,20,20,OK,,,,20.0
04636.png,33,33,33,33,OK,,,,33.0
04637.png,35,35,35,35,OK,,,,35.0
04638.png,25,25,25,25,OK,,,,25.0
04640.png,8,8,8,8,OK,,,,8.0
04641.png,2,2,2,2,OK,,,,2.0
04643.png,19,19,19,19,OK,,,,19.0
04644.png,5,5,5,5,OK,,,,5.0
04645.png,39,39,39,39,OK,,,,39.0
04646.png,2,2,2,2,OK,,,,2.0
04647.png,4,4,4,4,OK,,,,4.0
04648.png,35,35,35,35,OK,,,,35.0
04649.png,12,12,12,12,OK,,,,12.0
04650.png,4,4,4,4,OK,,,,4.0
04651.png,10,10,10,10,OK,,,,10.0
04652.png,25,25,25,25,OK,,,,25.0
04653.png,8,8,8,8,OK,,,,8.0
04654.png,4,4,4,4,OK,,,,4.0
04655.png,4,4,4,4,OK,,,,4.0
04656.png,38,38,38,38,OK,,,,38.0
04657.png,1,1,1,1,OK,,,,1.0
04658.png,37,35,37,37,KO,,,,37.0
04659.png,5,5,5,5,OK,,,,5.0
04660.png,10,10,10,10,OK,,,,10.0
04661.png,1,1,1,1,OK,,,,1.0
04662.png,6,6,6,6,OK,,,,6.0
04663.png,6,6,6,6,OK,,,,6.0
04664.png,38,38,38,38,OK,,,,38.0
04665.png,12,12,12,12,OK,,,,12.0
04666.png,33,33,33,33,OK,,,,33.0
04667.png,40,40,40,40,OK,,,,40.0
04668.png,1,1,1,1,OK,,,,1.0
04669.png,10,10,10,10,OK,,,,10.0
04670.png,4,4,4,4,OK,,,,4.0
04671.png,25,25,25,25,OK,,,,25.0
04672.png,18,18,18,18,OK,,,,18.0
04673.png,4,4,4,4,OK,,,,4.0
04674.png,9,9,9,9,OK,,,,9.0
04675.png,39,39,39,39,OK,,,,39.0
04676.png,10,10,10,10,OK,,,,10.0
04677.png,7,7,7,7,OK,,,,7.0
04678.png,6,6,6,6,OK,,,,6.0
04679.png,7,7,7,7,OK,,,,7.0
04680.png,1,1,1,1,OK,,,,1.0
04681.png,10,10,10,10,OK,,,,10.0
04682.png,12,12,12,12,OK,,,,12.0
04683.png,13,13,13,13,OK,,,,13.0
04684.png,2,2,2,2,OK,,,,2.0
04685.png,2,2,2,2,OK,,,,2.0
04686.png,22,22,22,22,OK,,,,22.0
04687.png,6,6,6,6,OK,,,,6.0
04688.png,10,10,10,10,OK,,,,10.0
04689.png,11,11,11,11,OK,,,,11.0
04690.png,12,12,12,12,OK,,,,12.0
04691.png,21,21,21,21,OK,,,,21.0
04692.png,11,11,11,11,OK,,,,11.0
04693.png,38,38,38,38,OK,,,,38.0
04694.png,5,5,5,5,OK,,,,5.0
04695.png,4,4,4,4,OK,,,,4.0
04696.png,31,31,31,31,OK,,,,31.0
04697.png,27,27,27,27,OK,,,,27.0
04698.png,26,26,26,26,OK,,,,26.0
04699.png,26,26,26,26,OK,,,,26.0
04700.png,33,33,33,33,OK,,,,33.0
04701.png,4,4,4,4,OK,,,,4.0
04702.png,25,25,25,25,OK,,,,25.0
04703.png,7,7,7,7,OK,,,,7.0
04704.png,1,1,1,1,OK,,,,1.0
04705.png,2,2,2,2,OK,,,,2.0
04706.png,39,39,39,39,OK,,,,39.0
04707.png,38,38,38,38,OK,,,,38.0
04708.png,38,38,38,38,OK,,,,38.0
04709.png,40,40,40,40,OK,,,,40.0
04710.png,38,38,38,38,OK,,,,38.0
04711.png,3,3,3,3,OK,,,,3.0
04712.png,5,5,5,5,OK,,,,5.0
04713.png,13,13,13,13,OK,,,,13.0
04714.png,11,11,11,11,OK,,,,11.0
04715.png,16,16,16,16,OK,,,,16.0
04716.png,7,7,7,7,OK,,,,7.0
04717.png,36,36,36,36,OK,,,,36.0
04718.png,22,22,22,22,OK,,,,22.0
04719.png,14,14,14,14,OK,,,,14.0
04720.png,7,7,7,7,OK,,,,7.0
04721.png,3,3,3,3,OK,,,,3.0
04722.png,4,4,4,4,OK,,,,4.0
04723.png,4,4,4,4,OK,,,,4.0
04724.png,25,25,25,25,OK,,,,25.0
04725.png,26,26,26,26,OK,,,,26.0
04726.png,0,0,0,0,OK,,,,0.0
04727.png,18,18,18,18,OK,,,,18.0
04728.png,5,5,5,5,OK,,,,5.0
04729.png,9,9,9,9,OK,,,,9.0
04730.png,3,3,3,3,OK,,,,3.0
04731.png,21,21,21,21,OK,,,,21.0
04732.png,19,19,19,19,OK,,,,19.0
04733.png,12,12,12,12,OK,,,,12.0
04734.png,1,1,1,1,OK,,,,1.0
04735.png,1,1,1,1,OK,,,,1.0
04736.png,7,7,7,7,OK,,,,7.0
04737.png,14,14,14,14,OK,,,,14.0
04738.png,7,7,7,7,OK,,,,7.0
04739.png,7,7,7,7,OK,,,,7.0
04740.png,13,13,13,13,OK,,,,13.0
04741.png,4,4,4,4,OK,,,,4.0
04742.png,13,13,13,13,OK,,,,13.0
04743.png,18,18,18,18,OK,,,,18.0
04744.png,4,4,4,4,OK,,,,4.0
04745.png,38,38,38,38,OK,,,,38.0
04746.png,12,12,12,12,OK,,,,12.0
04747.png,12,12,12,12,OK,,,,12.0
04748.png,13,13,13,13,OK,,,,13.0
04749.png,2,2,2,2,OK,,,,2.0
04750.png,17,17,17,17,OK,,,,17.0
04751.png,17,17,17,17,OK,,,,17.0
04752.png,1,1,1,1,OK,,,,1.0
04753.png,26,26,26,26,OK,,,,26.0
04754.png,19,19,19,19,OK,,,,19.0
04755.png,7,7,7,7,OK,,,,7.0
04756.png,18,18,18,18,OK,,,,18.0
04757.png,14,14,14,14,OK,,,,14.0
04758.png,4,4,4,4,OK,,,,4.0
04759.png,1,1,1,1,OK,,,,1.0
04760.png,7,7,7,7,OK,,,,7.0
04761.png,8,8,8,8,OK,,,,8.0
04762.png,20,20,20,20,OK,,,,20.0
04763.png,10,10,10,10,OK,,,,10.0
04764.png,16,16,16,16,OK,,,,16.0
04766.png,5,5,5,5,OK,,,,5.0
04767.png,17,17,17,17,OK,,,,17.0
04768.png,25,25,25,25,OK,,,,25.0
04769.png,12,12,12,12,OK,,,,12.0
04770.png,38,38,38,38,OK,,,,38.0
04771.png,3,3,3,3,OK,,,,3.0
04773.png,13,13,13,13,OK,,,,13.0
04774.png,31,31,31,31,OK,,,,31.0
04775.png,36,36,36,36,OK,,,,36.0
04776.png,13,13,13,13,OK,,,,13.0
04777.png,15,15,15,15,OK,,,,15.0
04778.png,38,38,38,38,OK,,,,38.0
04779.png,25,25,25,25,OK,,,,25.0
04780.png,18,18,18,18,OK,,,,18.0
04781.png,4,4,4,4,OK,,,,4.0
04782.png,11,11,11,11,OK,,,,11.0
04783.png,25,25,25,25,OK,,,,25.0
04784.png,2,2,2,2,OK,,,,2.0
04785.png,38,38,38,38,OK,,,,38.0
04786.png,23,23,23,23,OK,,,,23.0
04787.png,8,8,8,8,OK,,,,8.0
04788.png,10,10,10,10,OK,,,,10.0
04789.png,7,7,7,7,OK,,,,7.0
04790.png,15,15,15,15,OK,,,,15.0
04791.png,31,31,31,31,OK,,,,31.0
04792.png,4,4,4,4,OK,,,,4.0
04793.png,39,39,39,39,OK,,,,39.0
04794.png,25,25,25,25,OK,,,,25.0
04795.png,0,0,0,0,OK,,,,0.0
04796.png,25,25,25,25,OK,,,,25.0
04797.png,17,17,17,17,OK,,,,17.0
04798.png,38,38,38,38,OK,,,,38.0
04799.png,16,16,16,16,OK,,,,16.0
04800.png,10,10,10,10,OK,,,,10.0
04801.png,1,1,1,1,OK,,,,1.0
04802.png,7,7,7,7,OK,,,,7.0
04803.png,4,4,4,4,OK,,,,4.0
04804.png,17,17,17,17,OK,,,,17.0
04805.png,10,10,10,10,OK,,,,10.0
04806.png,9,9,9,9,OK,,,,9.0
04807.png,25,25,25,25,OK,,,,25.0
04808.png,4,4,4,4,OK,,,,4.0
04809.png,17,17,17,17,OK,,,,17.0
04810.png,13,13,13,13,OK,,,,13.0
04811.png,18,18,18,18,OK,,,,18.0
04812.png,5,5,5,5,OK,,,,5.0
04813.png,5,5,5,5,OK,,,,5.0
04814.png,5,5,5,5,OK,,,,5.0
04815.png,10,10,10,10,OK,,,,10.0
04816.png,25,25,25,25,OK,,,,25.0
04817.png,7,7,7,7,OK,,,,7.0
04818.png,10,10,10,10,OK,,,,10.0
04819.png,11,11,11,11,OK,,,,11.0
04820.png,11,11,11,11,OK,,,,11.0
04821.png,42,42,42,42,OK,,,,42.0
04822.png,13,13,13,13,OK,,,,13.0
04823.png,2,2,2,2,OK,,,,2.0
04824.png,4,4,4,4,OK,,,,4.0
04825.png,4,4,4,4,OK,,,,4.0
